"","dependent.var","independent.var","independent.var.value","dependent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"248","genre_chef_menage","group_pop","pdi","homme",0.947368421052632,NA,0.909453665164567,0.985283176940696,"admin1","sahel"
"334","genre_chef_menage","group_pop","pop_local","femme",0.0359712230215827,NA,0.00983140160811423,0.0621110444350512,"admin1","sahel"
"431","genre_chef_menage","group_pop","pop_local","homme",0.964028776978417,NA,0.937888955564949,0.990168598391886,"admin1","sahel"
"151","genre_chef_menage","group_pop","pdi","homme",1,NA,1,1,"admin1","centre_nord"
"249","genre_chef_menage","group_pop","pop_local","femme",0.00806451612903226,NA,-0.00525085904285001,0.0213798913009145,"admin1","centre_nord"
"335","genre_chef_menage","group_pop","pop_local","homme",0.991935483870968,NA,0.978620108699085,1.00525085904285,"admin1","centre_nord"
"dependent.var3","genre_chef_menage","group_pop","pop_local","homme",1,NA,NA,NA,"admin1","centre_ouest"
"152","genre_chef_menage","group_pop","pdi","femme",0.0333333333333333,NA,-0.00508978658458554,0.0717564532512522,"admin1","nord"
"250","genre_chef_menage","group_pop","pdi","homme",0.966666666666667,NA,0.928243546748748,1.00508978658459,"admin1","nord"
"336","genre_chef_menage","group_pop","pop_local","femme",0.05,NA,0.0170127061646315,0.0829872938353684,"admin1","nord"
"432","genre_chef_menage","group_pop","pop_local","homme",0.95,NA,0.917012706164631,0.982987293835368,"admin1","nord"
"153","genre_chef_menage","group_pop","pdi","femme",0.114285714285714,NA,0.0254171526079088,0.20315427596352,"admin1","boucle_du_mouhoun"
"251","genre_chef_menage","group_pop","pdi","homme",0.885714285714286,NA,0.79684572403648,0.974582847392091,"admin1","boucle_du_mouhoun"
"337","genre_chef_menage","group_pop","pop_local","femme",0.0291970802919708,NA,0.0123897264699492,0.0460044341139924,"admin1","boucle_du_mouhoun"
"433","genre_chef_menage","group_pop","pop_local","homme",0.970802919708029,NA,0.953995565886007,0.987610273530051,"admin1","boucle_du_mouhoun"
"154","genre_chef_menage","group_pop","pdi","homme",1,NA,1,1,"admin1","hauts_bassins"
"252","genre_chef_menage","group_pop","pop_local","femme",0.0833333333333333,NA,0.0235291240691419,0.143137542597525,"admin1","hauts_bassins"
"338","genre_chef_menage","group_pop","pop_local","homme",0.916666666666667,NA,0.856862457402475,0.976470875930858,"admin1","hauts_bassins"
"155","genre_chef_menage","group_pop","pdi","femme",0.0126582278481013,NA,-0.00814800278565855,0.0334644584818611,"admin1","est"
"253","genre_chef_menage","group_pop","pdi","homme",0.987341772151899,NA,0.966535541518139,1.00814800278566,"admin1","est"
"339","genre_chef_menage","group_pop","pop_local","femme",0.0862068965517241,NA,0.0510097818780535,0.121404011225395,"admin1","est"
"434","genre_chef_menage","group_pop","pop_local","homme",0.913793103448276,NA,0.878595988774605,0.948990218121946,"admin1","est"
"156","genre_chef_menage","group_pop","pdi","homme",1,NA,1,1,"admin1","cascades"
"254","genre_chef_menage","group_pop","pop_local","femme",0.0645161290322581,NA,-0.0107045156657758,0.139736773730292,"admin1","cascades"
"340","genre_chef_menage","group_pop","pop_local","homme",0.935483870967742,NA,0.860263226269708,1.01070451566578,"admin1","cascades"
"157","genre_chef_menage","group_pop","pdi","homme",1,NA,1,1,"admin1","plateau_central"
"255","genre_chef_menage","group_pop","pop_local","femme",0.0606060606060606,NA,-0.00928242570301637,0.130494546915138,"admin1","plateau_central"
"341","genre_chef_menage","group_pop","pop_local","homme",0.939393939393939,NA,0.869505453084862,1.00928242570302,"admin1","plateau_central"
"158","genre_chef_menage","group_pop","pop_local","femme",0.105263157894737,NA,-0.0137176358351093,0.224243951624583,"admin1","centre_sud"
"256","genre_chef_menage","group_pop","pop_local","homme",0.894736842105263,NA,0.775756048375417,1.01371763583511,"admin1","centre_sud"
"159","genre_chef_menage","group_pop","pop_local","femme",0.0731707317073171,NA,0.00544310926810659,0.140898354146528,"admin1","sud_ouest"
"257","genre_chef_menage","group_pop","pop_local","homme",0.926829268292683,NA,0.859101645853472,0.994556890731893,"admin1","sud_ouest"
"160","genre_chef_menage","group_pop","pop_local","femme",0.08,NA,0.0162517710175696,0.14374822898243,"admin1","centre"
"258","genre_chef_menage","group_pop","pop_local","homme",0.92,NA,0.85625177101757,0.98374822898243,"admin1","centre"
"161","situation_matrimoniale","group_pop","pdi","celibataire",0.0196078431372549,NA,-0.00311807902404898,0.0423337652985588,"admin1","centre_est"
"259","situation_matrimoniale","group_pop","pdi","encouple",0.0196078431372549,NA,-0.00311807902404898,0.0423337652985588,"admin1","centre_est"
"342","situation_matrimoniale","group_pop","pdi","marie_monogame",0.519607843137255,NA,0.437715651922279,0.601500034352231,"admin1","centre_est"
"435","situation_matrimoniale","group_pop","pdi","marie_polygame",0.392156862745098,NA,0.312130632843819,0.472183092646377,"admin1","centre_est"
"51","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0490196078431373,NA,0.0136298666764095,0.084409349009865,"admin1","centre_est"
"61","situation_matrimoniale","group_pop","pop_local","divorce",0.00819672131147541,NA,-0.00531652565018623,0.021709968273137,"admin1","centre_est"
"71","situation_matrimoniale","group_pop","pop_local","encouple",0.0409836065573771,NA,0.0112707120061057,0.0706965011086484,"admin1","centre_est"
"81","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.516393442622951,NA,0.44149663460018,0.591290250645721,"admin1","centre_est"
"91","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.336065573770492,NA,0.265270756286884,0.406860391254099,"admin1","centre_est"
"101","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0983606557377049,NA,0.0537278699757248,0.142993441499685,"admin1","centre_est"
"162","situation_matrimoniale","group_pop","pdi","celibataire",0.00210970464135021,NA,-0.00136126638131266,0.00558067566401308,"admin1","sahel"
"260","situation_matrimoniale","group_pop","pdi","divorce",0.00210970464135021,NA,-0.00136126638131266,0.00558067566401308,"admin1","sahel"
"343","situation_matrimoniale","group_pop","pdi","encouple",0.00210970464135021,NA,-0.00136126638131267,0.00558067566401309,"admin1","sahel"
"436","situation_matrimoniale","group_pop","pdi","marie_monogame",0.590717299578059,NA,0.553520951917049,0.62791364723907,"admin1","sahel"
"52","situation_matrimoniale","group_pop","pdi","marie_polygame",0.367088607594937,NA,0.330625332907035,0.403551882282839,"admin1","sahel"
"62","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0358649789029536,NA,0.0217979306124528,0.0499320271934543,"admin1","sahel"
"72","situation_matrimoniale","group_pop","pop_local","celibataire",0.00316455696202532,NA,-0.000515017409139648,0.00684413133319028,"admin1","sahel"
"82","situation_matrimoniale","group_pop","pop_local","divorce",0.00316455696202532,NA,-0.000515017409139643,0.00684413133319027,"admin1","sahel"
"92","situation_matrimoniale","group_pop","pop_local","encouple",0.00316455696202532,NA,-0.000515017409139646,0.00684413133319028,"admin1","sahel"
"102","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.681962025316456,NA,0.651451549788093,0.712472500844819,"admin1","sahel"
"11","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.275316455696203,NA,0.246053399868559,0.304579511523846,"admin1","sahel"
"12","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0332278481012658,NA,0.0214858348760683,0.0449698613264633,"admin1","sahel"
"163","situation_matrimoniale","group_pop","pdi","encouple",0.1125,NA,0.0833881590272829,0.141611840972717,"admin1","centre_nord"
"261","situation_matrimoniale","group_pop","pdi","marie_monogame",0.346875,NA,0.303022547962041,0.390727452037959,"admin1","centre_nord"
"344","situation_matrimoniale","group_pop","pdi","marie_polygame",0.503125,NA,0.457060034529147,0.549189965470853,"admin1","centre_nord"
"437","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0375,NA,0.0199964866127497,0.0550035133872503,"admin1","centre_nord"
"53","situation_matrimoniale","group_pop","pop_local","celibataire",0.00247524752475248,NA,-0.00159916213369685,0.0065496571832018,"admin1","centre_nord"
"63","situation_matrimoniale","group_pop","pop_local","divorce",0.00247524752475248,NA,-0.00159916213369683,0.00654965718320177,"admin1","centre_nord"
"73","situation_matrimoniale","group_pop","pop_local","encouple",0.0891089108910891,NA,0.06574813143699,0.112469690345188,"admin1","centre_nord"
"83","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.52970297029703,NA,0.488777294764304,0.570628645829756,"admin1","centre_nord"
"93","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.349009900990099,NA,0.309925847393054,0.388093954587144,"admin1","centre_nord"
"103","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0272277227722772,NA,0.0138831465278826,0.0405722990166718,"admin1","centre_nord"
"164","situation_matrimoniale","group_pop","pop_local","celibataire",0.0454545454545455,NA,0.0155195928060096,0.0753894981030813,"admin1","centre_ouest"
"262","situation_matrimoniale","group_pop","pop_local","divorce",0.00757575757575758,NA,-0.00488525474963237,0.0200367699011475,"admin1","centre_ouest"
"345","situation_matrimoniale","group_pop","pop_local","encouple",0.212121212121212,NA,0.153370469157497,0.270871955084927,"admin1","centre_ouest"
"438","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.439393939393939,NA,0.368067994384735,0.510719884403144,"admin1","centre_ouest"
"54","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.242424242424242,NA,0.180836729429233,0.304011755419252,"admin1","centre_ouest"
"64","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.053030303030303,NA,0.0208254216199455,0.0852351844406606,"admin1","centre_ouest"
"165","situation_matrimoniale","group_pop","pdi","celibataire",0.00381679389312977,NA,-0.0024606643851871,0.0100942521714466,"admin1","nord"
"263","situation_matrimoniale","group_pop","pdi","divorce",0.00381679389312977,NA,-0.0024606643851871,0.0100942521714466,"admin1","nord"
"346","situation_matrimoniale","group_pop","pdi","marie_monogame",0.400763358778626,NA,0.350873984494073,0.450652733063179,"admin1","nord"
"439","situation_matrimoniale","group_pop","pdi","marie_polygame",0.549618320610687,NA,0.498967576381146,0.600269064840228,"admin1","nord"
"55","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0419847328244275,NA,0.021567504541669,0.0624019611071859,"admin1","nord"
"65","situation_matrimoniale","group_pop","pop_local","celibataire",0.0171428571428571,NA,0.0078076777382124,0.0264780365475019,"admin1","nord"
"74","situation_matrimoniale","group_pop","pop_local","divorce",0.00380952380952381,NA,-0.000620870753370111,0.00823991837241773,"admin1","nord"
"84","situation_matrimoniale","group_pop","pop_local","encouple",0.00761904761904762,NA,0.00136551498617161,0.0138725802519236,"admin1","nord"
"94","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.518095238095238,NA,0.482159938019277,0.554030538171199,"admin1","nord"
"104","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.405714285714286,NA,0.370400550046592,0.44102802138198,"admin1","nord"
"1110","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0476190476190476,NA,0.0323035338648514,0.0629345613732439,"admin1","nord"
"166","situation_matrimoniale","group_pop","pdi","celibataire",0.0677966101694915,NA,0.0366730380236329,0.0989201823153502,"admin1","boucle_du_mouhoun"
"264","situation_matrimoniale","group_pop","pdi","encouple",0.0225988700564972,NA,0.00419920621682008,0.0409985338961743,"admin1","boucle_du_mouhoun"
"347","situation_matrimoniale","group_pop","pdi","marie_monogame",0.508474576271186,NA,0.44658211944951,0.570367033092862,"admin1","boucle_du_mouhoun"
"440","situation_matrimoniale","group_pop","pdi","marie_polygame",0.361581920903955,NA,0.302099854146199,0.421063987661711,"admin1","boucle_du_mouhoun"
"56","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0395480225988701,NA,0.0154195227029427,0.0636765224947974,"admin1","boucle_du_mouhoun"
"66","situation_matrimoniale","group_pop","pop_local","celibataire",0.0217142857142857,NA,0.0135987284943564,0.029829842934215,"admin1","boucle_du_mouhoun"
"75","situation_matrimoniale","group_pop","pop_local","divorce",0.00342857142857143,NA,0.000173777245450583,0.00668336561169227,"admin1","boucle_du_mouhoun"
"85","situation_matrimoniale","group_pop","pop_local","encouple",0.0605714285714286,NA,0.0472889689323426,0.0738538882105145,"admin1","boucle_du_mouhoun"
"95","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.598857142857143,NA,0.571565865503681,0.626148420210604,"admin1","boucle_du_mouhoun"
"105","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.261714285714286,NA,0.237238386201548,0.286190185227023,"admin1","boucle_du_mouhoun"
"1111","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0537142857142857,NA,0.0411606720635522,0.0662678993650192,"admin1","boucle_du_mouhoun"
"167","situation_matrimoniale","group_pop","pdi","celibataire",0.0363636363636364,NA,-0.00551730350347632,0.078244576230749,"admin1","hauts_bassins"
"265","situation_matrimoniale","group_pop","pdi","encouple",0.0909090909090909,NA,0.0265909487871318,0.15522723303105,"admin1","hauts_bassins"
"348","situation_matrimoniale","group_pop","pdi","marie_monogame",0.527272727272727,NA,0.415573759539995,0.638971695005459,"admin1","hauts_bassins"
"441","situation_matrimoniale","group_pop","pdi","marie_polygame",0.290909090909091,NA,0.18929456821953,0.392523613598652,"admin1","hauts_bassins"
"57","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0545454545454545,NA,0.00373819320067417,0.105352715890235,"admin1","hauts_bassins"
"67","situation_matrimoniale","group_pop","pop_local","celibataire",0.00909090909090909,NA,-0.00592431237359555,0.0241061305554137,"admin1","hauts_bassins"
"76","situation_matrimoniale","group_pop","pop_local","encouple",0.0363636363636364,NA,0.00674933978113495,0.0659779329461378,"admin1","hauts_bassins"
"86","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.536363636363636,NA,0.457472250177577,0.615255022549695,"admin1","hauts_bassins"
"96","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.354545454545455,NA,0.278865655354155,0.430225253736754,"admin1","hauts_bassins"
"106","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0636363636363636,NA,0.0250186884361344,0.102254038836593,"admin1","hauts_bassins"
"168","situation_matrimoniale","group_pop","pdi","celibataire",0.0136986301369863,NA,0.00249367482855743,0.0249035854454152,"admin1","est"
"266","situation_matrimoniale","group_pop","pdi","divorce",0.0136986301369863,NA,0.00249367482855743,0.0249035854454152,"admin1","est"
"349","situation_matrimoniale","group_pop","pdi","marie_monogame",0.527397260273973,NA,0.479270814131789,0.575523706416156,"admin1","est"
"442","situation_matrimoniale","group_pop","pdi","marie_polygame",0.400684931506849,NA,0.3534464591713,0.447923403842399,"admin1","est"
"58","situation_matrimoniale","group_pop","pdi","marie_veuf",0.0445205479452055,NA,0.0246386579335118,0.0644024379568992,"admin1","est"
"68","situation_matrimoniale","group_pop","pop_local","celibataire",0.0144717800289436,NA,0.00698810963957464,0.0219554504183125,"admin1","est"
"77","situation_matrimoniale","group_pop","pop_local","divorce",0.0130246020260492,NA,0.00591975817894361,0.0201294458731548,"admin1","est"
"87","situation_matrimoniale","group_pop","pop_local","encouple",0.00434153400868307,NA,0.000221546097697162,0.00846152191966897,"admin1","est"
"97","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.613603473227207,NA,0.583090842422075,0.644116104032338,"admin1","est"
"107","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.30246020260492,NA,0.273677089955068,0.331243315254773,"admin1","est"
"1112","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0520984081041968,NA,0.0381728376261729,0.0660239785822207,"admin1","est"
"169","situation_matrimoniale","group_pop","pdi","celibataire",0.0392156862745098,NA,-0.00593775031080897,0.0843691228598285,"admin1","cascades"
"267","situation_matrimoniale","group_pop","pdi","encouple",0.0980392156862745,NA,0.0288654067819296,0.167213024590619,"admin1","cascades"
"350","situation_matrimoniale","group_pop","pdi","marie_monogame",0.470588235294118,NA,0.354479398360441,0.586697072227794,"admin1","cascades"
"443","situation_matrimoniale","group_pop","pdi","marie_polygame",0.392156862745098,NA,0.278584250083349,0.505729475406847,"admin1","cascades"
"59","situation_matrimoniale","group_pop","pop_local","celibataire",0.0106382978723404,NA,-0.00694023922450527,0.0282168349691861,"admin1","cascades"
"69","situation_matrimoniale","group_pop","pop_local","divorce",0.0106382978723404,NA,-0.00694023922450527,0.0282168349691861,"admin1","cascades"
"78","situation_matrimoniale","group_pop","pop_local","encouple",0.0957446808510638,NA,0.0453282644102882,0.146161097291839,"admin1","cascades"
"88","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.404255319148936,NA,0.320168665902591,0.488341972395281,"admin1","cascades"
"98","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.425531914893617,NA,0.34081539027352,0.510248439513713,"admin1","cascades"
"108","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0531914893617021,NA,0.0147392832953963,0.0916436954280079,"admin1","cascades"
"170","situation_matrimoniale","group_pop","pdi","marie_monogame",0.520833333333333,NA,0.436424283423556,0.605242383243111,"admin1","plateau_central"
"268","situation_matrimoniale","group_pop","pdi","marie_polygame",0.447916666666667,NA,0.363893846051478,0.531939487281855,"admin1","plateau_central"
"351","situation_matrimoniale","group_pop","pdi","marie_veuf",0.03125,NA,0.00185136301472692,0.0606486369852731,"admin1","plateau_central"
"444","situation_matrimoniale","group_pop","pop_local","celibataire",0.0158730158730159,NA,-0.00256023637799452,0.0343062681240262,"admin1","plateau_central"
"510","situation_matrimoniale","group_pop","pop_local","encouple",0.00793650793650794,NA,-0.00515022176302052,0.0210232376360364,"admin1","plateau_central"
"610","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.563492063492063,NA,0.490346726527231,0.636637400456896,"admin1","plateau_central"
"79","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.333333333333333,NA,0.263808426737886,0.402858239928781,"admin1","plateau_central"
"89","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0793650793650794,NA,0.0394988537293278,0.119231305000831,"admin1","plateau_central"
"171","situation_matrimoniale","group_pop","pop_local","celibataire",0.0310077519379845,NA,0.00580676415331599,0.056208739722653,"admin1","centre_sud"
"269","situation_matrimoniale","group_pop","pop_local","encouple",0.294573643410853,NA,0.228299357633532,0.360847929188173,"admin1","centre_sud"
"352","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.465116279069767,NA,0.392600464087968,0.537632094051567,"admin1","centre_sud"
"445","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.116279069767442,NA,0.0696742731709037,0.16288386636398,"admin1","centre_sud"
"511","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.0930232558139535,NA,0.0507937386821296,0.135252772945777,"admin1","centre_sud"
"172","situation_matrimoniale","group_pop","pop_local","celibataire",0.0166666666666667,NA,-0.00263649871429155,0.0359698320476249,"admin1","sud_ouest"
"270","situation_matrimoniale","group_pop","pop_local","divorce",0.00833333333333333,NA,-0.0053737802245956,0.0220404468912623,"admin1","sud_ouest"
"353","situation_matrimoniale","group_pop","pop_local","encouple",0.0916666666666667,NA,0.0481573641217118,0.135175969211622,"admin1","sud_ouest"
"446","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.55,NA,0.474986163467445,0.625013836532555,"admin1","sud_ouest"
"512","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.225,NA,0.162035481526332,0.287964518473668,"admin1","sud_ouest"
"611","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.108333333333333,NA,0.061469685036849,0.155196981629818,"admin1","sud_ouest"
"173","situation_matrimoniale","group_pop","pop_local","celibataire",0.0338983050847458,NA,0.00637917254299168,0.0614174376264998,"admin1","centre"
"271","situation_matrimoniale","group_pop","pop_local","divorce",0.00847457627118644,NA,-0.00546486124535145,0.0224140137877243,"admin1","centre"
"354","situation_matrimoniale","group_pop","pop_local","encouple",0.0338983050847458,NA,0.00637917254299167,0.0614174376264998,"admin1","centre"
"447","situation_matrimoniale","group_pop","pop_local","marie_monogame",0.728813559322034,NA,0.661208914820964,0.796418203823104,"admin1","centre"
"513","situation_matrimoniale","group_pop","pop_local","marie_polygame",0.076271186440678,NA,0.0359078718971247,0.116634500984231,"admin1","centre"
"612","situation_matrimoniale","group_pop","pop_local","marie_veuf",0.11864406779661,NA,0.0694703543500993,0.167817781243121,"admin1","centre"
